,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
20,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,3.282373,6.449933,10.27413,12.56229,14.24557,14.21128,13.92307,14.2682,13.96792,13.63043,13.91926,13.3187,13.70494,13.5394,14.03135,13.85582,13.52349,11.85924,12.04045,11.87927,11.78875,10.86636,10.43544,10.10217,9.62,9.939885,11.0282,11.08145,10.78585,9.366691,7.507719,6.053387,5.667157,6.650067,7.150886,6.872676,7.111268,7.419178,6.789834,5.697857,4.791191,3.542807,2.686465,5.62,5.940655,5.68199,6.814642,5.028371,2.826702,2.842037,-1E-30,4.956534,4.931518,-1E-30,-1E-30,2.197066,1.860259,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
21,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,0.9113095,5.21865,6.751429,10.89457,12.46235,13.17377,13.50674,13.22239,13.68294,14.11076,13.41705,13.46646,12.84672,12.98455,13.21148,13.37851,13.25942,12.7772,11.62934,11.23782,10.2996,11.4413,9.9003,9.589773,9.67609,9.407444,9.478202,10.83851,10.83007,10.56933,9.198138,7.529214,7.502792,7.732114,7.698473,7.194359,6.783007,7.241423,7.681469,6.901578,5.70674,5.669282,5.669462,5.554741,5.900977,7.46544,8.363857,9.862123,10.89125,10.05813,9.825202,7.270887,5.697809,-1E-30,-1E-30,3.060433,2.300856,2.332938,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
22,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,1.62,5.403402,6.458035,7.051151,10.57972,11.9827,12.7552,13.29468,13.57363,13.40707,13.33504,13.42937,13.00198,12.8552,12.70893,12.68063,12.78142,12.90241,12.51189,11.05487,9.62,9.62,9.999717,9.372792,8.198031,9.62,9.793107,9.454165,9.62,9.62,9.62,8.424894,8.183187,10.48869,9.338282,8.304956,8.046365,7.500963,7.289569,7.463875,6.514309,5.883412,5.62,5.62,5.62,6.228674,8.463527,9.62,9.962265,10.84476,11.39399,11.22442,10.89544,10.62874,10.50745,8.701345,6.197941,4.794755,3.495477,2.62,2.62,-1E-30,-1E-30,-1E-30,-1E-30
23,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,2.27198,7.598715,8.741472,7.850654,8.910224,10.44808,11.64175,12.97703,13.06724,13.25077,12.75707,13.38369,12.88554,12.40477,12.40834,12.31534,12.15504,12.06955,12.17458,11.79487,10.91793,9.62,9.62,9.271152,8.701922,7.990386,9.62,8.806987,9.308832,9.433058,8.895427,9.124409,7.743148,7.290778,7.905622,8.495404,8.289599,6.999821,7.166105,6.653728,6.363959,5.862012,5.946521,5.732841,5.765857,5.941195,6.564672,7.285728,7.44319,9.62,10.44656,11.28011,12.49741,12.07107,12.54765,12.05698,11.11735,10.31857,8.829412,5.775519,5.224329,3.472231,-1E-30,-1E-30,-1E-30,-1E-30
24,-1E-30,-1E-30,-1E-30,-1E-30,2.838949,8.591812,9.841182,9.926978,9.62,9.427867,10.03619,11.28163,12.06815,13.14738,12.47388,12.5247,11.61266,11.6844,12.39953,11.93598,11.82482,11.73605,11.52521,11.21077,11.7113,9.805868,9.62,8.345022,7.131912,6.983612,6.723108,7.827609,7.315827,7.204955,7.314392,7.634477,7.759802,6.719796,6.639782,6.679687,6.684587,7.0832,6.359839,6.796125,5.472916,4.722649,4.018269,1.816183,5.427295,6.031573,6.351341,7.116715,7.901302,9.158484,10.21617,10.45578,11.46963,11.80227,11.64355,11.87866,11.76867,11.69596,10.94516,10.18966,8.611777,6.926728,6.23633,2.115681,-1E-30,-1E-30,-1E-30
25,-1E-30,-1E-30,-1E-30,1.62,6.024166,9.873632,10.40212,10.54082,9.62,9.62,9.754014,10.73226,11.63221,12.4824,12.78344,12.44818,11.15797,12.10676,11.96054,11.91984,11.56757,11.05021,10.92715,10.01283,10.01531,9.922507,8.86969,6.856853,6.183773,5.62,5.62,5.853495,5.579774,5.62,5.533597,5.969004,5.900238,6.942736,6.513967,6.503415,5.877914,6.092755,6.143125,5.62,3.210909,1.741704,2.487171,3.710104,5.569746,6.059893,6.988109,7.74313,8.340154,8.055321,3.155362,5.399483,4.969315,9.955685,10.42599,11.6975,12.24426,11.90946,11.83245,11.23851,9.559455,8.186837,6.018709,1.885613,-1E-30,-1E-30,-1E-30
26,-1E-30,-1E-30,-1E-30,3.212215,8.069361,10.07578,10.33551,10.82052,9.751622,8.985725,9.62,10.28596,11.00361,11.75106,11.62745,11.8775,12.03448,12.50818,12.19578,11.83912,11.54575,11.30529,10.09012,10.25709,9.954743,10.00949,9.119239,6.057136,5.62,5.62,4.009403,3.62,3.821411,4.373432,4.205349,4.26439,3.62,3.193368,5.835177,6.580559,5.940894,5.62,4.823966,4.159932,-1E-30,0.8860843,0.7772199,-1E-30,-1E-30,4.924717,5.641262,6.821966,6.626049,6.192784,6.104352,9.62,9.62,9.53667,9.720469,11.5635,12.08873,12.6546,12.47069,11.72296,10.32972,8.992625,4.573174,2.610288,-1E-30,-1E-30,-1E-30
27,-1E-30,-1E-30,1.62,5.125834,8.841965,9.879624,10.39406,10.64143,9.62,8.897914,9.62,9.911232,10.33706,11.21377,12.06283,11.65832,12.50467,12.43881,12.12923,11.75937,11.14455,10.73375,9.811617,10.1555,10.19332,9.688907,8.182183,5.834558,5.179712,3.62,2.498439,1.834988,2.001179,2.173341,2.750496,3.5783,3.145256,2.158141,3.068104,6.227375,6.581175,6.073228,2.975377,2.487365,-1E-30,1.18731,-1E-30,1.153711,1.123889,0.9997921,5.534058,7.88332,3.003448,6.42281,5.62,9.258996,9.62,9.62,11.40633,12.52085,12.24871,12.66031,12.47837,11.85187,10.59859,8.357476,3.608253,2.602802,-1E-30,-1E-30,-1E-30
28,-1E-30,-1E-30,3.289143,5.446075,8.258389,9.698439,9.976194,10.14699,9.718527,9.547078,9.891549,9.665051,10.05823,11.08643,11.76914,12.25879,12.47422,12.30768,12.02487,11.65662,10.69217,9.893803,9.62,9.62,9.62,9.472137,8.245873,5.791708,3.583549,2.548993,1.441517,-1E-30,-1E-30,-1E-30,0.8870113,1.090106,1.074732,-1E-30,0.4375497,5.442504,6.284453,6.088892,3.62,-1E-30,1.103039,1.539931,-1E-30,-1E-30,1.438111,1.62,1.528603,6.687313,8.713958,10.22402,10.4918,9.62,9.62,9.62,10.15598,11.60386,13.00122,11.85569,12.41346,11.76783,10.1283,4.638833,2.618748,1.420688,-1E-30,-1E-30,-1E-30
29,-1E-30,1.62,3.913711,5.644221,6.821072,8.414226,9.62,9.62,9.196688,10.32293,10.39246,10.45535,10.90487,10.87802,11.39954,11.93105,12.24827,12.2075,11.93254,11.5754,10.29773,9.62,9.281906,9.897666,9.62,8.883419,8.112679,5.858706,3.10869,1.662524,0.9032074,-1E-30,-1E-30,-1E-30,-1E-30,1.186759,-1E-30,-1E-30,-1E-30,2.448292,6.084101,6.410662,3.460051,-1E-30,0.5268704,0.5313579,-1E-30,-1E-30,1.262983,1.414492,2.15821,3.571809,9.892561,9.62,9.339018,9.38187,9.62,11.00918,12.26078,13.47182,13.29082,12.82598,12.15275,11.91832,8.373079,2.62,2.580311,-1E-30,-1E-30,-1E-30,-1E-30
30,-1E-30,1.62,4.333237,6.579593,6.220707,8.41228,9.62,9.62,9.62,10.30628,10.89191,10.77064,11.21525,11.36521,11.62139,11.72521,12.04547,11.91707,11.61016,10.81657,10.19744,9.702244,9.62,10.01949,9.777024,8.943175,7.830356,5.697926,3.932495,2.009617,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,0.9811574,2.037118,6.186023,6.384456,4.145829,0.5447909,-1E-30,-1E-30,-1E-30,-1E-30,1.130972,2.057218,2.866599,4.417959,9.62,9.62,9.949191,10.79209,11.78686,13.7217,13.79657,13.9899,13.47703,12.27837,12.09255,8.591613,2.62,2.488859,-1E-30,-1E-30,-1E-30,-1E-30
31,-1E-30,2.211906,5.664319,6.647634,8.997791,9.62,9.62,8.107734,9.346004,10.12226,10.60837,11.03132,11.28886,11.49543,11.67903,11.77157,11.78685,11.65982,11.39313,10.26048,9.62,9.62,9.62,9.578418,9.681816,9.457788,8.014715,6.157975,4.748608,2.55583,0.7584741,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,5.434726,7.22385,9.62,0.9657227,-1E-30,-1E-30,-1E-30,-1E-30,0.975612,1.499836,2.735085,3.670542,7.129851,9.62,10.40844,9.820021,13.42397,13.97615,14.02343,13.24636,12.38487,10.96307,11.22493,9.62,3.875748,2.581323,-1E-30,-1E-30,-1E-30,-1E-30
32,-1E-30,2.228835,6.187973,7.346607,8.728408,9.62,7.673673,6.683116,8.699446,10.10195,10.56393,10.97256,11.27194,11.28809,11.43978,11.50686,11.56174,11.1904,10.62439,9.769305,9.191236,7.739578,8.125951,8.680253,9.361436,8.834352,7.456295,5.977884,4.790345,2.747606,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,6.389467,9.62,1.071973,0.4103758,-1E-30,-1E-30,-1E-30,-1E-30,0.952963,2.186285,3.62,5.502481,9.62,10.21873,10.96462,13.93428,13.79388,12.55562,10.8717,10.83949,10.84701,11.30618,3.279147,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
33,-1E-30,2.584019,6.15255,6.623242,6.836156,6.84293,5.62,6.440963,9.152235,10.14075,10.54101,10.26444,10.74257,11.22657,11.24618,11.09099,10.82473,10.38277,9.611424,8.586165,7.761164,7.278615,7.305106,7.883869,7.990942,7.498056,6.960527,5.756104,3.841215,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,3.250474,9.62,5.741905,1.294775,0.7470746,-1E-30,-1E-30,-1E-30,1.064101,2.02383,3.62,4.983134,7.414042,9.164149,13.25788,14.26985,13.97388,13.75192,12.0348,11.74082,10.00761,11.27698,2.373873,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
34,-1E-30,-1E-30,4.411903,5.93885,5.62,4.610893,4.377601,6.295108,8.734696,10.03827,10.66167,10.17828,10.21572,10.74173,10.69533,10.47783,10.2845,9.864873,8.992537,7.947242,7.520189,7.34678,7.208047,7.137887,6.942389,6.595603,6.181221,4.995965,3.643873,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,1.62,4.126997,10.1279,9.869057,2.671094,1.583523,1.28406,1.174831,0.8696152,1.289783,2.670208,3.62,5.283235,6.653261,7.45511,11.34329,13.63181,15.45068,14.02773,14.84293,13.69238,11.8451,8.517925,3.299048,1.90257,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
35,-1E-30,-1E-30,-1E-30,2.448248,2.747617,3.62,4.053797,5.503158,7.285395,9.72518,10.3181,9.847806,9.62,9.748179,9.992194,9.824539,9.611962,8.877319,8.160489,7.4918,7.369896,7.379817,7.040057,6.927479,6.756491,6.445456,5.701076,4.580269,3.400179,3.476139,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30,1.607487,3.662624,10.69666,9.780169,2.999793,2.369898,1.62,1.62,1.562664,2.10955,3.60542,3.984349,5.76193,6.684263,8.543742,10.50597,13.49515,14.50284,14.76314,15.67376,15.57832,11.97284,4.339435,1.921878,2.114336,-1E-30,-1E-30,-1E-30,-1E-30,-1E-30
